"Entry","Positive","Strong","Active","Role","Negative","Weak","Passive","Object"
"NO#7",,,,,,,,
"NOBILITY","Positiv",,,"Role",,,,
"NOBLE","Positiv","Strong",,,,,,
"NOBLEMAN","Positiv",,,"Role",,,,
"NOBODY",,,,,,,,
"NOD#1",,,,,,,,
"NOD#2",,,,,,,,
"NOISE",,,,,"Negativ",,,
"NOISELESS","Positiv",,,,,,,
"NOMINAL",,,,,,"Weak","Passive",
"NOMINATE","Positiv",,"Active",,,,,
"NOMINATION",,,,,,,,
"NON",,,,,,,,
"NON-FICTION",,,,,,,,
"NON-INTERVENTION",,,,,,,,
"NON-PROLIFERATION",,,,,,,,
"NON-VIOLENCE","Positiv",,,,,,,
"NON-VIOLENT","Positiv",,,,,,,
"NONALIGNED",,,,,,,,
"NONCHALANT",,"Strong",,,"Negativ",,,
"NONE",,,,,,,,
"NONETHELESS",,,,,,,,
"NONSENSE",,,,,"Negativ",,,
"NONSPECIFIC",,,,,,,,
"NONVERBAL",,,,,,,,
"NOON",,,,,,,,
"NOPE",,,,,,,,
"NOR",,,,,,,,
"NORM",,"Strong",,,,,,
"NORMAL","Positiv",,,,,,,
"NORTH#1",,,,,,,,
"NORTH#2",,,,,,,,
"NORTHEAST",,,,,,,,
"NORTHERLY",,,,,,,,
"NORTHERN",,,,,,,,
"NORTHERN-RHODESIA",,,,,,,,
"NORTHWEST",,,,,,,,
"NORWAY",,,,,,,,
"NOSE",,,,,,,,
"NOSEY",,,,,"Negativ",,,
"NOT",,,,,,,,
"NOTABLE","Positiv","Strong",,,,,,
"NOTE#1",,,,,,,,"Object"
"NOTE#2",,,,,,,"Passive",
"NOTE#3",,,,,,,,
"NOTEWORTHY",,,,,,,,
"NOTHING",,,,,,"Weak",,
"NOTICE#1",,,,,,,"Passive",
"NOTICE#2",,,,,,,,"Object"
"NOTICEABLE",,,,,,,,
"NOTION",,,,,,,,
"NOTORIETY","Positiv",,,,,,,
"NOTORIOUS",,,,,"Negativ",,,
"NOTWITHSTANDING",,,,,,,,
"NOUN",,,,,,,,
"NOURISH","Positiv",,"Active",,,,,
"NOURISHMENT","Positiv",,,,,,,
"NOVEL",,,,,,,,"Object"
"NOVELIST",,,,"Role",,,,
"NOVELTY","Positiv",,,,,,,
"NOVEMBER",,,,,,,,
"NOVICE",,,,,"Negativ","Weak",,
"NOW",,,,,,,,
"NOWHERE",,,,,,,,
"NUCLEAR",,"Strong",,,,,,
"NUCLEI",,"Strong",,,,,,
"NUCLEUS",,"Strong",,,,,,
"NUDE",,,,,,,,
"NUISANCE",,,,,"Negativ",,,
"NULLIFICATION",,,,,"Negativ",,,
"NULLIFY",,,,,"Negativ",,,
"NUMB",,,,,"Negativ",,,
"NUMBER#1",,"Strong",,,,,,
"NUMBER#2",,,,,,,,
"NUMBER#3",,,,,,,,
"NUMBER#4",,,,,,,,
"NUMERICAL",,,,,,,,
"NUMEROUS",,"Strong",,,,,,
"NURSE#1",,,,"Role",,,,
"NURSE#2","Positiv",,"Active",,,,,
"NURSE#3",,,,,,,,
"NURSE#4",,,,,,,,
"NURTURE","Positiv",,"Active",,,,,
"NUT",,,,,,,,"Object"
"NUTRIENT","Positiv",,,,,,,
"NUTRITION",,,,,,,,
"NUTS",,,,,"Negativ",,,
"NYASALAND",,,,,,,,
"Noun",,,,,,,,
"O'CLOCK",,,,,,,,
"OAK",,,,,,,,"Object"
"OAS",,,,,,,,
"OASIS","Positiv",,,,,,,
"OAT",,,,,,,,"Object"
"OATH",,,,,,,,
"OBEDIENCE","Positiv",,"Active",,,,,
"OBEDIENT","Positiv",,"Active",,,,,
"OBEY","Positiv",,,,,"Weak","Passive",
"OBJECT#1",,,,,,,,"Object"
"OBJECT#2",,,,,,,,
"OBJECT#3",,,"Active",,"Negativ",,,
"OBJECTION",,,,,"Negativ",,,
"OBJECTIVE#1",,"Strong",,,,,,
"OBJECTIVE#2","Positiv",,,,,,,
"OBJECTIVE#3","Positiv",,,,,,,
"OBLIGATION",,,,,,,,
"OBLIGE","Positiv",,,,,"Weak",,
"OBLIQUE",,,,,"Negativ",,,
"OBLITERATE",,,,,"Negativ",,,
"OBNOXIOUS",,,,,"Negativ",,,
"OBSCURE",,,,,"Negativ",,,
"OBSCURITY",,,,,,,,
"OBSERVANCE",,,,,,,,
"OBSERVATION",,,,,,,"Passive",
"OBSERVE",,,,,,,"Passive",
"OBSERVER",,,,"Role",,,"Passive",
"OBSOLETE",,,,,"Negativ","Weak",,
"OBSTACLE",,"Strong",,,"Negativ",,,"Object"
"OBSTINATE",,,,,"Negativ",,,
"OBSTRUCT",,"Strong","Active",,"Negativ",,,
"OBSTRUCTION",,,,,"Negativ",,,"Object"
"OBTAIN","Positiv","Strong","Active",,,,,
"OBTAINABLE","Positiv",,,,,,,
"OBVIOUS",,,,,,,,
"OCCASION#1",,,,,,,,
"OCCASION#2",,"Strong","Active",,,,,
"OCCASION#3",,,,,,"Weak",,
"OCCASIONAL",,,,,,"Weak",,
"OCCUPATION",,,,,,,,
"OCCUPATIONAL",,,,,,,,
"OCCUPY",,"Strong",,,,,,
"OCCUR#1",,,,,,,"Passive",
"OCCUR#2",,,,,,,"Passive",
"OCCURRENCE",,,,,,,"Passive",
"OCEAN",,,,,,,,
"OCTOBER",,,,,,,,
"ODD",,,,,"Negativ",,,
"ODDITY",,,,,"Negativ",,,
"ODDS",,,,,,,,
"ODOR",,,,,,,,
"ODOUR#1",,,,,,,,
"OF",,,,,,,,
"OFF",,,,,,,,
"OFFENCE",,,,,,,,
"OFFEND",,,"Active",,"Negativ",,,
"OFFENDER",,,,,"Negativ",,,
"OFFENSIVE",,"Strong","Active",,"Negativ",,,
"OFFER#1","Positiv",,"Active",,,,,
"OFFER#2","Positiv",,"Active",,,,,
"OFFER#3","Positiv","Strong",,,,,"Passive","Object"
"OFFICE#1",,,,,,,,
"OFFICE#2",,,,,,,,
"OFFICE#3",,,,,,,,
"OFFICER",,"Strong",,"Role",,,,
"OFFICIAL#1",,"Strong",,"Role",,,,
"OFFICIAL#2",,"Strong",,,,,,
"OFFICIAL#3",,"Strong",,,,,,
"OFFICIATE",,"Strong",,,,,,
"OFFSET","Positiv",,,,,,"Passive",
"OFFSHORE",,,,,,,,
"OFFSPRING",,,,,,,,
"OFTEN",,"Strong",,,,,,
"OHIO",,,,,,,,
"OIL",,,,,,,,"Object"
"OKAY",,,,,,,,
"OKLAHOMA",,,,,,,,
"OLD#1",,,,,,"Weak",,
"OLD#2",,,,,,,,
"OLD#3",,,,,,"Weak",,
"OLD#4",,,,,,"Weak",,
"OMINOUS",,"Strong",,,"Negativ",,,
"OMISSION",,,,,"Negativ","Weak","Passive",
"OMIT",,,,,"Negativ","Weak","Passive",
"ON",,,,,,,,
"ONCE#1",,,,,,,,
"ONCE#2",,,,,,,,
"ONCE#3",,,,,,,,
"ONCE#4",,"Strong",,,,,,
"ONE#1",,,,,,,,
"ONE#2",,,,,,,,
"ONE#3",,,,,,,,
"ONE#4",,,,,,,,
"ONE#5",,,,,,,,
"ONESELF#1",,,,,,,,
"ONION",,,,,,,,"Object"
"ONLY#1",,,,,,"Weak",,
"ONLY#2",,,,,,,,
"ONLY#3",,,,,,,,
"ONSET","Positiv",,,,,,,
"ONTO",,,,,,,,
"ONWARD","Positiv",,,,,,,
"OPEN#1","Positiv",,,,,,,
"OPEN#2","Positiv",,,,,,,
"OPEN#3",,,,,,,,
"OPEN#4",,,"Active",,,,,
"OPEN#5",,,"Active",,,,,
"OPEN#6",,,,,,,,
"OPEN#7",,,,,,,,
"OPERA",,,,,,,,
"OPERATE#1",,"Strong","Active",,,,,
"OPERATE#2",,,"Active",,,,,
"OPERATE#3",,"Strong","Active",,,,,
"OPERATION#1",,,,,,,,
"OPERATION#2",,"Strong",,,,,,
"OPERATIONAL",,"Strong",,,,,,
"OPERATIVE",,"Strong",,,,,,
"OPERATOR",,,"Active","Role",,,,
"OPINION",,,,,,,,
"OPINIONATED",,,,,"Negativ",,,
"OPPONENT",,,,"Role","Negativ",,,
"OPPORTUNE","Positiv",,,,,,"Passive",
"OPPORTUNITY","Positiv",,,,,,,
"OPPOSE#1",,"Strong","Active",,"Negativ",,,
"OPPOSE#2",,"Strong",,,"Negativ",,,
"OPPOSE#3",,"Strong","Active",,"Negativ",,,
"OPPOSITE",,,,,,,,
"OPPOSITION",,,,,"Negativ",,,
"OPPRESS",,,"Active",,"Negativ",,,
"OPPRESSION",,,,,"Negativ",,,
"OPPRESSIVE",,,,,"Negativ",,,
"OPTIMAL","Positiv",,,,,,,
"OPTIMISM","Positiv",,,,,,,
"OPTIMISTIC","Positiv",,,,,,"Passive",
"OPTIONAL","Positiv",,,,,,,
"OR",,,,,,,,
"ORAL",,,,,,,,
"ORANGE",,,,,,,,
"ORATOR",,,,"Role",,,,
"ORCHESTRA",,,,,,,,
"ORDAIN",,,,,,,,
"ORDEAL",,,,,"Negativ",,,
"ORDER#1",,,,,,,,
"ORDER#2","Positiv","Strong",,,,,,
"ORDER#3",,"Strong","Active",,,,,
"ORDER#4",,"Strong","Active",,,,,
"ORDER#5","Positiv","Strong",,,,,,
"ORDER#6","Positiv","Strong",,,,,,
"ORDER#7",,"Strong","Active",,,,,
"ORDER#8",,,,,"Negativ","Weak","Passive",
"ORDINANCE",,"Strong",,,,,,
"ORDINARY",,,,,,,,
"ORE",,,,,,,,"Object"
"OREGON",,,,,,,,
"ORGAN",,,,,,,,
"ORGANIC",,,,,,,,
"ORGANISE#1",,,,,,,,
"ORGANIZATION",,"Strong",,,,,,
"ORGANIZE#1","Positiv","Strong","Active",,,,,
"ORGANIZE#2","Positiv","Strong",,,,,,
"ORIENT#1",,,,,,,,
"ORIENT#2",,,,,,,,
"ORIGIN",,,,,,,,
"ORIGINAL",,,,,,,,
"ORIGINALITY","Positiv",,,,,,,
"ORIGINATE",,"Strong","Active",,,,,
"ORLEANS",,,,,,,,
"ORNAMENT#1",,,,,,,,"Object"
"ORNAMENT#2",,,,,,,,
"ORPHAN",,,,"Role","Negativ",,,
"ORTHODOX",,,,,,,,
"OSTENSIBLY",,,,,,,,
"OSTRACIZE",,,"Active",,"Negativ",,,
"OTHER#1",,,,,,,,
"OTHER#2",,,,,,,,
"OTHER#3",,,,,,,,
"OTHER#4",,,,,,,,
"OTHER#5",,,,,,,,
"OTHER#6",,,,,,,,
"OTHER#7",,,,,,,,
"OTHER#8",,,,,,,,
"OTHER#9",,,,,,,,
"OTHERWISE",,,,,,,,
"OTTER",,,,,,,,
"OUGHT",,,,,,,,
"OUR",,,,,,,,
"OURS",,,,,,,,
"OURSELVES#1",,,,,,,,
"OUST",,"Strong","Active",,"Negativ",,,
"OUT",,,,,,,,
"OUTBACK",,,,,,,,
"OUTBREAK",,,,,"Negativ",,,
"OUTBURST",,,,,"Negativ",,,
"OUTCAST",,,,,"Negativ",,,
"OUTCOME",,,,,,,,
"OUTCRY",,,,,"Negativ",,,
"OUTDATED",,,,,,,,
"OUTDOOR",,,,,,,,
"OUTER",,,,,,,,
"OUTFIT#1",,,,,,,,"Object"
"OUTFIT#2",,"Strong","Active",,,,,
"OUTGOING","Positiv",,,,,,,
"OUTLAW",,,,,"Negativ",,,
"OUTLINE#1",,,,,,,,
"OUTLINE#2",,,"Active",,,,,
"OUTLIVE","Positiv","Strong",,,,,"Passive",
"OUTLOOK",,,,,,,"Passive",
"OUTPOST",,,,,,,,
"OUTPUT#1",,"Strong","Active",,,,,"Object"
"OUTPUT#2",,"Strong","Active",,,,,
"OUTRAGE",,,,,"Negativ",,,
"OUTRAGEOUS",,,,,"Negativ",,,
"OUTREACH",,"Strong","Active",,,,,
"OUTRIGHT","Positiv",,,,,,,
"OUTRUN","Positiv","Strong","Active",,,,,
"OUTSET","Positiv",,,,,,,
"OUTSIDE#1",,,,,,,,
"OUTSIDE#2",,,,,,,,
"OUTSIDE#3",,,,,,,,
"OUTSIDER",,,,"Role","Negativ",,,
"OUTSPOKEN",,,,,,,,
"OUTSTANDING","Positiv","Strong",,,,,,
"OUTWARD",,,,,,,,
"OUTWIT","Positiv",,"Active",,,,,
"OVAL",,,,,,,,
"OVER#1",,,,,,,,
"OVER#2",,,,,,,,
"OVER#3",,,,,,,,
"OVER#4",,"Strong",,,,,,
"OVER#5",,,,,,,,
"OVER#6",,,,,,,,
"OVER#7",,,,,,,,
"OVER#8",,,,,,,,
"OVER#9",,,,,,,,
"OVER#_10",,,,,,,,
"OVER#_11",,,,,,,,
"OVERALL",,,,,,,,
"OVERBEARING",,,,,"Negativ",,,
"OVERCAME",,"Strong","Active",,,,,
"OVERCOME","Positiv","Strong","Active",,,,,
"OVERCROWDING",,,,,,,,
"OVERFLOW",,,,,"Negativ",,"Passive",
"OVERHAUL",,"Strong","Active",,,,,
"OVERJOY",,,,,,,,
"OVERJOYED","Positiv",,,,,,,
"OVERLAND",,,,,,,,
"OVERLAP",,,,,,,,
"OVERLOOK",,,,,"Negativ",,"Passive",
"OVERLY",,,,,,,,
"OVERLYING",,"Strong",,,,,,
"OVERNIGHT",,,,,,,,
"OVERNIGHTER",,,,"Role",,,,
"OVERPOWER",,"Strong","Active",,"Negativ",,,
"OVERRIDE",,,,,,,,
"OVERRODE",,,,,,,,
"OVERRUN",,"Strong","Active",,"Negativ",,,
"OVERSEA",,,,,,,,
"OVERSEER",,"Strong",,"Role",,,,
"OVERSIGHT",,,,,"Negativ",,,
"OVERSIMPLIFICATION",,,,,,,,
"OVERSIMPLIFY",,,,,,,,
"OVERTHROW",,"Strong","Active",,"Negativ",,,
"OVERTHROWN",,,,,,,,
"OVERTURE",,,,,,,,
"OVERTURES",,,,,,,,
"OVERTURN",,,"Active",,"Negativ",,,
"OVERWHELM",,"Strong",,,,,,
"OVERWHELMING",,,,,"Negativ",,,
"OVERWORKED",,,,,"Negativ","Weak",,
"OWE",,,,,"Negativ","Weak",,
"OWN#1",,"Strong",,,,,,
"OWN#2",,,,,,,,
"OWN#3",,"Strong",,,,,,
"OWN#4",,"Strong","Active",,,,,
"OWNER",,"Strong",,"Role",,,,
"OWNERSHIP",,"Strong",,,,,,
"OXEN",,,,,,,,
"PACE#1",,,"Active",,,,,
"PACE#2",,,,,,,,
"PACE#3",,,"Active",,,,,
"PACE#4",,,,,,,,
"PACIFIC#1",,,,,,,,
"PACIFIC#2",,,,,,,,
"PACIFICATION",,,,,,,,
"PACIFY",,,,,,,,
"PACK#1",,,,,,,,"Object"
"PACK#2",,,"Active",,,,,
"PACK#3",,,,,,,,
"PACK#4",,,"Active",,,,,"Object"
"PACKAGE",,,,,,,,"Object"
"PACT",,,,,,,,
"PAGE#1",,,,,,,,"Object"
"PAGE#2",,,,,,,,
"PAID#1",,,,,,,,
"PAIN",,,,,"Negativ",,,
"PAINFUL",,,,,"Negativ",,,
"PAINSTAKING","Positiv","Strong",,,,,,
"PAINT#1",,,,,,,,"Object"
"PAINT#2",,,"Active",,,,,
"PAINT#3",,,,,,,"Passive",
"PAINT#4",,,,,,,,
"PAINT#5",,,,,,,,"Object"
"PAINTER",,,,"Role",,,,
"PAIR",,,,,,,,
"PAKISTAN",,,,,,,,
"PALACE",,,,,,,,
"PALATABLE","Positiv",,,,,,,
"PALATIAL","Positiv",,,,,,,
"PALE",,,,,,"Weak",,
"PALISTINE",,,,,,,,
"PALTRY",,,,,"Negativ","Weak",,
"PAMPER","Positiv",,"Active",,,,,
"PAN#1",,,,,,,,"Object"
"PAN#2",,,,,,,,
"PAN-AMERICAN",,,,,,,,
"PANACEA",,,,,,,,
"PANAMA",,,,,,,,
"PANDEMONIUM",,"Strong",,,"Negativ",,,
"PANIC",,,,,"Negativ","Weak","Passive",
"PAPA",,,,"Role",,,,
"PAPER",,,,,,,,"Object"
"PARACHUTE#1",,,,,,,,"Object"
"PARACHUTE#2",,,,,,,,
"PARACHUTER",,,,"Role",,,,
"PARADE#1",,,"Active",,,,,
"PARADE#2",,,"Active",,,,,
"PARADISE","Positiv",,,,,,,
"PARAGUAY",,,,,,,,
"PARALLEL",,,,,,,,
"PARALYSIS",,,,,"Negativ","Weak",,
"PARALYZED",,,,,"Negativ","Weak",,
"PARAMETER",,,,,,,,
"PARAMOUNT","Positiv",,,,,,,
"PARANOID",,,,,"Negativ","Weak",,
"PARASITE",,,,,"Negativ",,,
"PARDON#1","Positiv","Strong","Active",,,,,
"PARDON#2","Positiv","Strong","Active",,,,,
"PARENT",,,,"Role",,,,
"PARENTAL",,,,,,,,
"PARIS",,,,,,,,
"PARISH",,,,,,,,
"PARITY",,,,,,,,
"PARK#1",,,,,,,,
"PARK#2",,,,,,,"Passive",
"PARKWAY",,,,,,,,
"PARLIAMENT",,"Strong",,,,,,
"PARLIAMENTARY",,,,,,,,
"PARLOR",,,,,,,,"Object"
"PARLOUR#1",,,,,,,,
"PART#1",,,,,,,,"Object"
"PART#10",,,,,,,,
"PART#2",,,"Active","Role",,,,
"PART#3",,"Strong","Active",,,,,
"PART#4",,,,,,,,
"PART#5",,,,,,,,
"PART#6",,,,,,,,
"PART#7",,,,,,,,
"PART#8",,,,,,,,
"PART#9",,,,,,,,
"PART#_10",,,,,,,,
"PARTAKE",,,"Active",,,,,
"PARTIAL",,,,,,"Weak",,
"PARTICIPANT",,,"Active","Role",,,,
"PARTICIPATE#1",,,"Active",,,,,
"PARTICIPATE#2",,,"Active",,,,,
"PARTICIPATION",,,"Active",,,,,
"PARTICLE",,,,,,,,"Object"
"PARTICULAR#1","Positiv",,,,,,,
"PARTICULAR#2",,,,,"Negativ",,,
"PARTICULAR#3",,,,,,,,
"PARTICULAR#4",,,,,,,,
"PARTISAN",,,,"Role",,,,
"PARTISANSHIP",,,,,,,,
"PARTITION",,,,,"Negativ",,,
"PARTNER","Positiv","Strong",,"Role",,,,
"PARTNERSHIP","Positiv","Strong",,,,,,
"PARTOOK",,,"Active",,,,,
"PARTY#1",,"Strong",,,,,,
"PARTY#2",,,,,,,,
"PARTY#3",,,,"Role",,,,
"PARTY#4",,,,,,,,
"PASS#1",,,"Active",,,,,
"PASS#2","Positiv","Strong",,,,,,
"PASS#3",,,,,,,"Passive",
"PASS#4",,"Strong","Active",,,,,
"PASS#5",,,,,,,,
"PASS#6",,,,,,,"Passive",
"PASS#7",,,,,,,,
"PASS#8",,,,,"Negativ","Weak","Passive",
"PASS#9",,,,,,,,
"PASS#_10",,,"Active",,"Negativ",,,
"PASS#_11",,,,,,"Weak","Passive",
"PASS#_12",,,,,,,,"Object"
"PASS#_13",,,,,"Negativ","Weak","Passive",
"PASS#_14",,,,,,,"Passive",
"PASSAGE",,,,,,,,
"PASSE",,,,,"Negativ","Weak",,
"PASSENGER",,,,"Role",,,"Passive",
"PASSION",,"Strong",,,,,"Passive",
"PASSIONATE","Positiv","Strong",,,,,"Passive",
"PASSIVE",,,,,,"Weak","Passive",
"PASSPORT",,,,,,,,
"PAST#1",,,,,,,,
"PAST#2",,,,,,,,
"PAST#3",,,,,,,,
"PAST#4",,,,,,,,
"PASTE#1",,,,,,,,"Object"
"PASTE#2",,,,,,,,
"PASTOR",,,,"Role",,,,
"PASTORAL",,,,,,,,
"PASTURE",,,,,,,,
"PATCH#1",,,,,,,,
"PATCH#2",,,"Active",,,,,
"PATENT",,,,,,,,"Object"
"PATERNAL",,,,,,,,
"PATERNALISM",,,,,,,,
"PATH",,,,,,,,
"PATHETIC",,,,,"Negativ","Weak",,
"PATIENCE","Positiv","Strong",,,,,,
"PATIENT#1",,,,"Role",,"Weak","Passive",
"PATIENT#2","Positiv","Strong",,,,,,
"PATIENT#3","Positiv","Strong",,,,,,
"PATRIOT","Positiv",,,"Role",,,,
"PATRIOTIC","Positiv",,,,,,,
"PATRIOTISM",,,,,,,,
"PATROL#1",,"Strong",,,,,,
"PATROL#2",,"Strong",,,,,,
"PATRON","Positiv","Strong",,"Role",,,,
"PATRONAGE","Positiv","Strong",,,,,,
"PATRONIZE",,,"Active",,"Negativ",,,
"PATTERN",,,,,,,,
"PAUPER",,,,,,,,
"PAUSE#1",,,,,,"Weak",,
"PAUSE#2",,,,,,"Weak",,
"PAY#1",,,"Active",,,,,
"PAY#2",,,,,,,,
"PAY#3",,,"Active",,,,,
"PAY#4","Positiv",,"Active",,,,,
"PAY#5",,,"Active",,,"Weak",,
"PAY#6",,,,,,,,
"PAY#7",,,,,,,,
"PAYABLE",,,,,,,,
"PAYER",,,,"Role",,,,
"PAYMENT",,,,,,,,
"PAYROLL",,,,,,,,
"PEA",,,,,,,,"Object"
"PEACE#1","Positiv",,,,,,"Passive",
"PEACE#2","Positiv",,"Active",,,,,
"PEACE#3",,,,,,,,
"PEACEABLE","Positiv",,,,,,,
"PEACEFUL","Positiv",,,,,,"Passive",
"PEACETIME",,,,,,,,
"PEACOCK",,,,,,,,
"PEAK#1",,,,,,,,
"PEAK#2",,"Strong",,,,,,
"PEARL",,,,,,,,"Object"
"PEASANT",,,,"Role",,"Weak",,
"PECULIAR",,,,,"Negativ",,,
"PECUNIARY",,,,,,,,
"PEEL#1",,,,,,,,
"PEEL#2",,,"Active",,,,,
"PEER",,,,"Role",,,,
"PEERLESS","Positiv",,,,,,,
"PELVIC",,,,,,,,
"PELVIS",,,,,,,,
"PEN",,,,,,,,"Object"
"PENAL",,,,,,,,
"PENALTY",,,,,,,,
"PENCIL",,,,,,,,"Object"
"PEND#1",,,,,,,"Passive",
"PEND#2",,,,,,,"Passive",
"PENETRATE",,"Strong","Active",,,,,
"PENETRATION",,"Strong","Active",,,,,
"PENINSULA",,,,,,,,
"PENNSYLVANIA",,,,,,,,
"PENNY",,,,,,,,
"PENSION",,,,,,,,"Object"
"PENTAGON",,,,,,,,
"PEONY",,,,,,,,"Object"
"PEOPLE#1",,,,,,,,
"PEOPLE#2",,,,,,,,
"PER",,,,,,,,
"PERCEIVE",,,,,,,"Passive",
"PERCENT",,,,,,,,
"PERCENTAGE",,,,,,,,
"PERCEPTION",,,,,,,"Passive",
"PERFECT#1","Positiv","Strong",,,,,,
"PERFECT#2","Positiv","Strong",,,,,,
"PERFECT#3","Positiv","Strong","Active",,,,,
"PERFECTION","Positiv",,,,,,,
"PERFECTIONISM","Positiv",,,,,,,
"PERFECTIONIST","Positiv",,,"Role",,,,
"PERFORM",,,"Active",,,,,
"PERFORMANCE",,,"Active",,,,,
"PERFORMER",,,"Active","Role",,,,
"PERFUME","Positiv",,,,,,,
"PERHAPS",,,,,,,,
"PERIL",,,,,"Negativ",,,
"PERILOUS",,,,,"Negativ",,,
"PERIOD",,,,,,,,
"PERISH",,,,,"Negativ",,,
"PERISHABLE",,,,,,,,
"PERMANENCE",,,,,,,,
"PERMANENT",,"Strong",,,,,,
"PERMISSIBLE",,,,,,,,
"PERMISSION","Positiv","Strong",,,,,"Passive",
"PERMIT#1","Positiv","Strong",,,,,"Passive",
"PERMIT#2",,,,,,,,"Object"
"PERNICIOUS",,,,,,,,
"PERPETUAL",,"Strong",,,,,,
"PERPETUATE",,"Strong","Active",,,,,
"PERPLEX",,,,,"Negativ","Weak",,
"PERPLEXITY",,,,,"Negativ",,,
"PERSECUTE",,,"Active",,"Negativ",,,
"PERSECUTION",,,,,"Negativ",,,
"PERSEVERANCE","Positiv","Strong","Active",,,,,
"PERSEVERE","Positiv","Strong","Active",,,,,
"PERSIA",,,,,,,,
"PERSIAN",,,,,,,,
"PERSIST",,"Strong","Active",,,,,
"PERSISTENCE",,"Strong","Active",,,,,
"PERSISTENT",,"Strong","Active",,,,,
"PERSON",,,,"Role",,,,
"PERSONAL#1",,,,"Role",,,,
"PERSONAL#2",,,,"Role",,,,
"PERSONALITY",,,,"Role",,,,
"PERSONNEL",,,,,,,,
"PERSPECTIVE",,,,,,,,
"PERSUADE",,"Strong","Active",,,,,
"PERSUASION",,,,,,,,
"PERSUASIVE","Positiv",,,,,,,
"PERTINENT","Positiv",,,,,,,
"PERTURB",,,,,"Negativ",,,
"PERU",,,,,,,,
"PERVADE",,,,,,,,
"PERVERSE",,,,,"Negativ",,,
"PERVERT",,,,,"Negativ",,,
"PESSIMISM",,,,,"Negativ",,,
"PESSIMISTIC",,,,,"Negativ",,,
"PEST",,,,,"Negativ",,,
"PET",,,,,,,,
"PETITION#1",,,,,,"Weak",,
"PETITION#2",,,"Active",,,"Weak",,
"PETITIONER",,,"Active","Role",,"Weak",,
"PETTY",,,,,"Negativ",,,
"PHASE",,,,,,,,
"PHENOMENA",,,,,,,,
"PHENOMENON",,,,,,,,
"PHILADELPHIA",,,,,,,,
"PHILIPPINES",,,,,,,,
"PHILOSOPHER",,,,"Role",,,,
"PHILOSOPHIC",,,,,,,,
"PHILOSOPHICAL",,,,,,,,
"PHILOSOPHY",,,,,,,,
"PHOBIA",,,,,"Negativ","Weak",,
"PHONE#1",,,,,,,,"Object"
"PHONE#2",,,,,,,,
"PHOTO",,,,,,,,"Object"
"PHOTOGRAPH#1",,,,,,,,"Object"
"PHOTOGRAPH#2",,,,,,,,
"PHOTOGRAPHIC",,,,,,,,"Object"
"PHRASE",,,,,,,,
"PHYSICAL#1",,"Strong",,,,,,
"PHYSICAL#2",,"Strong",,,,,,
"PHYSICIAN",,,,"Role",,,,
"PHYSICIST",,,,"Role",,,,
"PHYSICS",,,,,,,,
"PIANO",,,,,,,,"Object"
"PICK#1",,,"Active",,,,,
"PICK#2",,,"Active",,,,,
"PICK#3",,"Strong","Active",,"Negativ",,,
"PICK#4",,,,,,,,
"PICK#5",,,,,,,,"Object"
"PICTURE",,,,,,,,"Object"
"PICTURESQUE","Positiv",,,,,,,
"PIE",,,,,,,,
"PIECE#1",,,,,,,,"Object"
"PIECE#2",,,,,,,,"Object"
"PIECE#3",,,"Active",,,,,
"PIECE#4",,,,,"Negativ","Weak","Passive",
"PIECE#5",,,,,,,,
"PIETY","Positiv",,,,,,,
"PIG",,,,,,,,
"PIGMENT",,,,,,,,"Object"
"PILE#1",,,,,,,,
"PILE#2",,,,,,,,"Object"
"PILE#3",,,"Active",,,,,
"PILGRIMAGE",,,,,,,,
"PILL",,,,,,,,"Object"
"PILLOW",,,,,,,,"Object"
"PILOT",,,,"Role",,,,
"PIN#1",,,,,,,,"Object"
"PIN#2",,,,,,,,
"PINCH#1",,,,,"Negativ",,,
"PINCH#2",,,"Active",,"Negativ",,,
"PINK",,,,,,,,
"PINNACLE","Positiv",,,,,,,
"PIONEER",,,"Active","Role",,,,
"PIOUS","Positiv",,,,,,,
"PISTOL",,,,,,,,"Object"
"PISTON",,"Strong",,,,,,"Object"
"PIT#1",,,,,,,,
"PIT#2",,,"Active",,,,,
"PITCH#1",,,,,,,,
"PITCH#2",,,"Active",,,,,
"PITIFUL",,,,,"Negativ","Weak",,
"PITILESS",,"Strong",,,"Negativ",,,
"PITY#1",,,,,,,"Passive",
"PITY#2",,,,,,,"Passive",
"PLACE#1",,,,,,,,
"PLACE#2",,,"Active",,,,,
"PLACE#3",,,,,,,,
"PLACE#4",,,,,,,,
"PLACEMENT",,,,,,,,
"PLACID",,,,,,,"Passive",
"PLAGUE#1",,"Strong",,,"Negativ",,,
"PLAGUE#2",,"Strong",,,"Negativ",,,
"PLAIN#1","Positiv",,,,,,,
"PLAIN#2",,,,,,,,
"PLAIN#3","Positiv",,,,,,,
"PLAIN#4","Positiv",,,,,,,
"PLAIN#5","Positiv",,,,,,,
"PLAINTIFF",,,,,"Negativ",,,
"PLAN#1",,"Strong","Active",,,,,
"PLAN#2",,"Strong","Active",,,,,
"PLAN#3",,"Strong","Active",,,,,
"PLAN#4",,"Strong",,,,,,
"PLANE#1",,,,,,,,"Object"
"PLANE#2",,,,,,,,
"PLANE#3",,,"Active",,,,,
"PLANER",,,,"Role",,,,
"PLANET",,,,,,,,
"PLANNER",,,,"Role",,,,
"PLANT#1",,,"Active",,,,,
